"Statistic Label","Quarter","Private or Public Sector","UNIT","VALUE"
"Average Weekly Paid Hours (Seasonally Adjusted)","2023Q3","Public sector","Hours","32.12"
"Average Weekly Paid Hours (Seasonally Adjusted)","2023Q3","All sectors","Hours","32.54"
"Average Weekly Paid Hours (Seasonally Adjusted)","2023Q4","Private sector","Hours","32.47"
"Average Weekly Paid Hours (Seasonally Adjusted)","2023Q4","Public sector","Hours","32.18"
"Average Weekly Paid Hours (Seasonally Adjusted)","2023Q4","All sectors","Hours","32.42"
"Average Weekly Paid Hours (Seasonally Adjusted)","2024Q1","Private sector","Hours","32.59"
"Average Weekly Paid Hours (Seasonally Adjusted)","2024Q1","Public sector","Hours","32.07"
"Average Weekly Paid Hours (Seasonally Adjusted)","2024Q1","All sectors","Hours","32.49"
"Average Weekly Paid Hours (Seasonally Adjusted)","2024Q2","Private sector","Hours","32.74"
"Average Weekly Paid Hours (Seasonally Adjusted)","2024Q2","Public sector","Hours","31.83"
"Average Weekly Paid Hours (Seasonally Adjusted)","2024Q2","All sectors","Hours","32.47"
"Average Weekly Paid Hours (Seasonally Adjusted)","2024Q3","Private sector","Hours","32.65"
"Average Weekly Paid Hours (Seasonally Adjusted)","2024Q3","Public sector","Hours","32.12"
"Average Weekly Paid Hours (Seasonally Adjusted)","2024Q3","All sectors","Hours","32.47"
"Average Weekly Paid Hours (Seasonally Adjusted)","2024Q4","Private sector","Hours","32.69"
"Average Weekly Paid Hours (Seasonally Adjusted)","2024Q4","Public sector","Hours","32.3"
"Average Weekly Paid Hours (Seasonally Adjusted)","2024Q4","All sectors","Hours","32.54"
"Average Weekly Paid Hours (Seasonally Adjusted)","2025Q1","Private sector","Hours","32.62"
"Average Weekly Paid Hours (Seasonally Adjusted)","2025Q1","Public sector","Hours","32.4"
"Average Weekly Paid Hours (Seasonally Adjusted)","2025Q1","All sectors","Hours","32.56"
"Average Weekly Paid Hours (Seasonally Adjusted)","2025Q2","Private sector","Hours","32.84"
"Average Weekly Paid Hours (Seasonally Adjusted)","2025Q2","Public sector","Hours","32.47"
"Average Weekly Paid Hours (Seasonally Adjusted)","2025Q2","All sectors","Hours","32.76"
"Average Weekly Paid Hours (Seasonally Adjusted)","2025Q3","Private sector","Hours","32.77"
"Average Weekly Paid Hours (Seasonally Adjusted)","2025Q3","Public sector","Hours","32.24"
"Average Weekly Paid Hours (Seasonally Adjusted)","2025Q3","All sectors","Hours","32.61"
"Average Weekly Paid Hours (Seasonally Adjusted)","2025Q4","Private sector","Hours","32.84"
"Average Weekly Paid Hours (Seasonally Adjusted)","2025Q4","Public sector","Hours","32.12"
"Average Weekly Paid Hours (Seasonally Adjusted)","2025Q4","All sectors","Hours","32.62"
"Average Weekly Paid Hours (Seasonally Adjusted)","2026Q1","Private sector","Hours","32.78"
"Average Weekly Paid Hours (Seasonally Adjusted)","2026Q1","Public sector","Hours","32.18"
"Average Weekly Paid Hours (Seasonally Adjusted)","2026Q1","All sectors","Hours","32.59"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2008Q1","Private sector","Euro","1.06"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2008Q1","Public sector","Euro","1.67"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2008Q1","All sectors","Euro","1.22"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2008Q2","Private sector","Euro","1.07"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2008Q2","Public sector","Euro","1.76"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2008Q2","All sectors","Euro","1.22"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2008Q3","Private sector","Euro","0.97"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2008Q3","Public sector","Euro","1.36"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2008Q3","All sectors","Euro","1.05"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2008Q4","Private sector","Euro","0.85"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2008Q4","Public sector","Euro","1.76"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2008Q4","All sectors","Euro","1.05"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2009Q1","Private sector","Euro","0.81"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2009Q1","Public sector","Euro","1.52"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2009Q1","All sectors","Euro","1"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2009Q2","Private sector","Euro","0.76"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2009Q2","Public sector","Euro","1.48"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2009Q2","All sectors","Euro","0.93"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2009Q3","Private sector","Euro","0.84"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2009Q3","Public sector","Euro","1.38"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2009Q3","All sectors","Euro","0.98"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2009Q4","Private sector","Euro","0.89"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2009Q4","Public sector","Euro","1.42"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2009Q4","All sectors","Euro","1.01"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2010Q1","Private sector","Euro","0.75"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2010Q1","Public sector","Euro","1.43"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2010Q1","All sectors","Euro","0.93"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2010Q2","Private sector","Euro","0.93"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2010Q2","Public sector","Euro","1.39"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2010Q2","All sectors","Euro","1.04"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2010Q3","Private sector","Euro","0.94"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2010Q3","Public sector","Euro","1.49"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2010Q3","All sectors","Euro","1.12"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2010Q4","Private sector","Euro","1.01"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2010Q4","Public sector","Euro","1.39"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2010Q4","All sectors","Euro","1.09"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2011Q1","Private sector","Euro","0.89"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2011Q1","Public sector","Euro","1.36"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2011Q1","All sectors","Euro","1.02"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2011Q2","Private sector","Euro","0.94"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2011Q2","Public sector","Euro","1.33"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2011Q2","All sectors","Euro","1.04"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2011Q3","Private sector","Euro","0.95"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2011Q3","Public sector","Euro","1.41"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2011Q3","All sectors","Euro","1.08"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2011Q4","Private sector","Euro","0.95"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2011Q4","Public sector","Euro","1.36"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2011Q4","All sectors","Euro","1.05"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2012Q1","Private sector","Euro","1.01"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2012Q1","Public sector","Euro","1.37"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2012Q1","All sectors","Euro","1.1"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2012Q2","Private sector","Euro","0.97"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2012Q2","Public sector","Euro","1.34"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2012Q2","All sectors","Euro","1.05"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2012Q3","Private sector","Euro","1.1"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2012Q3","Public sector","Euro","1.45"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2012Q3","All sectors","Euro","1.19"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2012Q4","Private sector","Euro","0.93"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2012Q4","Public sector","Euro","1.41"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2012Q4","All sectors","Euro","1.04"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2013Q1","Private sector","Euro","0.97"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2013Q1","Public sector","Euro","1.34"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2013Q1","All sectors","Euro","1.06"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2013Q2","Private sector","Euro","1.01"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2013Q2","Public sector","Euro","1.33"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2013Q2","All sectors","Euro","1.09"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2013Q3","Private sector","Euro","1.02"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2013Q3","Public sector","Euro","1.31"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2013Q3","All sectors","Euro","1.1"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2013Q4","Private sector","Euro","1.05"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2013Q4","Public sector","Euro","1.23"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2013Q4","All sectors","Euro","1.11"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2014Q1","Private sector","Euro","1.13"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2014Q1","Public sector","Euro","1.21"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2014Q1","All sectors","Euro","1.14"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2014Q2","Private sector","Euro","1.13"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2014Q2","Public sector","Euro","1.23"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2014Q2","All sectors","Euro","1.15"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2014Q3","Private sector","Euro","1.15"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2014Q3","Public sector","Euro","0.96"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2014Q3","All sectors","Euro","1.1"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2014Q4","Private sector","Euro","1.29"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2014Q4","Public sector","Euro","1.21"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2014Q4","All sectors","Euro","1.27"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2015Q1","Private sector","Euro","1.11"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2015Q1","Public sector","Euro","1.15"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2015Q1","All sectors","Euro","1.12"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2015Q2","Private sector","Euro","1.08"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2015Q2","Public sector","Euro","1.12"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2015Q2","All sectors","Euro","1.08"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2015Q3","Private sector","Euro","1.12"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2015Q3","Public sector","Euro","1"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2015Q3","All sectors","Euro","1.1"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2015Q4","Private sector","Euro","1.15"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2015Q4","Public sector","Euro","1.21"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2015Q4","All sectors","Euro","1.17"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2016Q1","Private sector","Euro","1.25"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2016Q1","Public sector","Euro","1.11"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2016Q1","All sectors","Euro","1.22"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2016Q2","Private sector","Euro","1.17"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2016Q2","Public sector","Euro","1.15"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2016Q2","All sectors","Euro","1.15"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2016Q3","Private sector","Euro","1.18"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2016Q3","Public sector","Euro","1.09"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2016Q3","All sectors","Euro","1.16"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2016Q4","Private sector","Euro","1.2"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2016Q4","Public sector","Euro","1.19"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2016Q4","All sectors","Euro","1.2"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2017Q1","Private sector","Euro","1.15"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2017Q1","Public sector","Euro","1.22"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2017Q1","All sectors","Euro","1.17"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2017Q2","Private sector","Euro","1.19"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2017Q2","Public sector","Euro","1.16"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2017Q2","All sectors","Euro","1.17"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2017Q3","Private sector","Euro","1.25"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2017Q3","Public sector","Euro","1.2"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2017Q3","All sectors","Euro","1.25"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2017Q4","Private sector","Euro","1.26"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2017Q4","Public sector","Euro","1.18"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2017Q4","All sectors","Euro","1.24"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2018Q1","Private sector","Euro","1.3"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2018Q1","Public sector","Euro","1.2"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2018Q1","All sectors","Euro","1.29"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2018Q2","Private sector","Euro","1.36"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2018Q2","Public sector","Euro","1.21"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2018Q2","All sectors","Euro","1.31"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2018Q3","Private sector","Euro","1.36"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2018Q3","Public sector","Euro","1.19"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2018Q3","All sectors","Euro","1.34"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2018Q4","Private sector","Euro","1.41"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2018Q4","Public sector","Euro","1.22"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2018Q4","All sectors","Euro","1.37"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2019Q1","Private sector","Euro","1.39"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2019Q1","Public sector","Euro","1.22"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2019Q1","All sectors","Euro","1.36"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2019Q2","Private sector","Euro","1.41"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2019Q2","Public sector","Euro","1.34"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2019Q2","All sectors","Euro","1.37"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2019Q3","Private sector","Euro","1.49"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2019Q3","Public sector","Euro","1.2"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2019Q3","All sectors","Euro","1.42"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2019Q4","Private sector","Euro","1.44"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2019Q4","Public sector","Euro","1.22"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2019Q4","All sectors","Euro","1.4"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2020Q1","Private sector","Euro","1.38"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2020Q1","Public sector","Euro","1.39"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2020Q1","All sectors","Euro","1.38"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2020Q2","Private sector","Euro","1.64"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2020Q2","Public sector","Euro","1.12"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2020Q2","All sectors","Euro","1.48"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2020Q3","Private sector","Euro","1.59"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2020Q3","Public sector","Euro","1.14"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2020Q3","All sectors","Euro","1.5"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2020Q4","Private sector","Euro","1.71"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2020Q4","Public sector","Euro","1.18"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2020Q4","All sectors","Euro","1.59"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2021Q1","Private sector","Euro","1.76"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2021Q1","Public sector","Euro","1.1"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2021Q1","All sectors","Euro","1.63"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2021Q2","Private sector","Euro","1.69"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2021Q2","Public sector","Euro","1.06"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2021Q2","All sectors","Euro","1.49"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2021Q3","Private sector","Euro","1.76"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2021Q3","Public sector","Euro","1.13"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2021Q3","All sectors","Euro","1.62"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2021Q4","Private sector","Euro","1.93"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2021Q4","Public sector","Euro","1.07"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2021Q4","All sectors","Euro","1.74"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2022Q1","Private sector","Euro","1.91"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2022Q1","Public sector","Euro","1.08"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2022Q1","All sectors","Euro","1.74"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2022Q2","Private sector","Euro","1.86"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2022Q2","Public sector","Euro","1.49"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2022Q2","All sectors","Euro","1.73"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2022Q3","Private sector","Euro","1.91"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2022Q3","Public sector","Euro","1.37"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2022Q3","All sectors","Euro","1.79"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2022Q4","Private sector","Euro","1.89"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2022Q4","Public sector","Euro","3.19"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2022Q4","All sectors","Euro","2.24"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2023Q1","Private sector","Euro","1.88"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2023Q1","Public sector","Euro","1.55"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2023Q1","All sectors","Euro","1.79"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2023Q2","Private sector","Euro","1.96"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2023Q2","Public sector","Euro","1.38"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2023Q2","All sectors","Euro","1.8"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2023Q3","Private sector","Euro","1.95"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2023Q3","Public sector","Euro","1.22"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2023Q3","All sectors","Euro","1.78"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2023Q4","Private sector","Euro","1.91"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2023Q4","Public sector","Euro","1.23"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2023Q4","All sectors","Euro","1.77"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2024Q1","Private sector","Euro","1.97"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2024Q1","Public sector","Euro","1.32"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2024Q1","All sectors","Euro","1.83"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2024Q2","Private sector","Euro","2.04"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2024Q2","Public sector","Euro","1.92"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2024Q2","All sectors","Euro","2"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2024Q3","Private sector","Euro","2.07"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2024Q3","Public sector","Euro","1.39"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2024Q3","All sectors","Euro","1.93"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2024Q4","Private sector","Euro","2.15"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2024Q4","Public sector","Euro","1.33"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2024Q4","All sectors","Euro","1.97"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2025Q1","Private sector","Euro","2.26"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2025Q1","Public sector","Euro","1.26"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2025Q1","All sectors","Euro","2.04"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2025Q2","Private sector","Euro","2.13"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2025Q2","Public sector","Euro","1.28"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2025Q2","All sectors","Euro","1.9"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2025Q3","Private sector","Euro","2.09"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2025Q3","Public sector","Euro","1.23"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2025Q3","All sectors","Euro","1.89"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2025Q4","Private sector","Euro","2.07"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2025Q4","Public sector","Euro","1.2"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2025Q4","All sectors","Euro","1.87"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2026Q1","Private sector","Euro","2.13"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2026Q1","Public sector","Euro","1.28"
"Average Hourly Irregular Earnings (Seasonally Adjusted)","2026Q1","All sectors","Euro","1.92"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2008Q1","Private sector","Euro","3.65"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2008Q1","Public sector","Euro","3.06"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2008Q1","All sectors","Euro","3.51"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2008Q2","Private sector","Euro","3.53"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2008Q2","Public sector","Euro","3.03"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2008Q2","All sectors","Euro","3.4"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2008Q3","Private sector","Euro","3.67"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2008Q3","Public sector","Euro","2.91"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2008Q3","All sectors","Euro","3.51"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2008Q4","Private sector","Euro","3.7"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2008Q4","Public sector","Euro","2.89"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2008Q4","All sectors","Euro","3.49"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2009Q1","Private sector","Euro","3.79"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2009Q1","Public sector","Euro","3.03"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2009Q1","All sectors","Euro","3.6"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2009Q2","Private sector","Euro","3.9"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2009Q2","Public sector","Euro","2.95"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2009Q2","All sectors","Euro","3.64"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2009Q3","Private sector","Euro","3.74"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2009Q3","Public sector","Euro","3.1"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2009Q3","All sectors","Euro","3.59"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2009Q4","Private sector","Euro","3.89"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2009Q4","Public sector","Euro","2.64"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2009Q4","All sectors","Euro","3.55"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2010Q1","Private sector","Euro","3.66"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2010Q1","Public sector","Euro","2.58"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2010Q1","All sectors","Euro","3.37"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2010Q2","Private sector","Euro","3.54"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2010Q2","Public sector","Euro","2.67"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2010Q2","All sectors","Euro","3.31"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2010Q3","Private sector","Euro","3.4"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2010Q3","Public sector","Euro","2.76"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2010Q3","All sectors","Euro","3.24"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2010Q4","Private sector","Euro","3.25"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2010Q4","Public sector","Euro","2.93"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2010Q4","All sectors","Euro","3.16"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2011Q1","Private sector","Euro","3.22"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2011Q1","Public sector","Euro","2.88"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2011Q1","All sectors","Euro","3.13"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2011Q2","Private sector","Euro","3.25"
"Average Hourly Other Labour Costs (Seasonally Adjusted)","2011Q2","Public sector","Euro","2.87"
